City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions
231,Wajir,KE,2022-01-30 22:10:40,1.7471,40.0573,82.99,30,47,10.0,scattered clouds
232,Mount Isa,AU,2022-01-30 22:08:23,-20.7333,139.5,74.97,100,75,5.75,broken clouds
233,Rock Sound,BS,2022-01-30 22:08:45,24.9,-76.2,65.79,65,97,14.63,overcast clouds
234,Lagoa,PT,2022-01-30 22:09:23,39.05,-27.9833,58.53,70,50,26.51,scattered clouds
235,Napier,NZ,2022-01-30 22:08:54,-39.4833,176.9167,69.28,70,100,1.99,overcast clouds
236,Kerman,IR,2022-01-30 22:10:42,30.2832,57.0788,47.41,48,79,3.13,broken clouds
237,Saint-Georges,GD,2022-01-30 22:10:42,12.0564,-61.7485,80.28,74,20,13.8,few clouds
238,Kutum,SD,2022-01-30 22:10:42,14.2,24.6667,54.5,17,1,13.8,clear sky
239,Camacha,PT,2022-01-30 22:09:23,33.0833,-16.3333,61.56,88,20,16.11,few clouds
240,Jaciara,BR,2022-01-30 22:10:43,-15.9653,-54.9683,72.57,94,100,3.15,moderate rain
241,Port-Cartier,CA,2022-01-30 22:10:44,50.0334,-66.8654,9.75,76,82,10.85,broken clouds
242,Comodoro Rivadavia,AR,2022-01-30 22:10:44,-45.8667,-67.5,60.66,33,40,8.05,scattered clouds
243,Kuytun,RU,2022-01-30 22:10:45,54.3419,101.5036,-5.91,98,100,2.68,overcast clouds
244,Anadyr,RU,2022-01-30 22:10:45,64.75,177.4833,-15.52,83,20,6.71,fog
245,Skibbereen,IE,2022-01-30 22:10:45,51.55,-9.2667,46.2,76,94,16.82,overcast clouds
246,Cockburn Town,TC,2022-01-30 22:09:00,21.4612,-71.1419,74.79,74,91,20.89,overcast clouds
247,Waterloo,CA,2022-01-30 22:09:45,43.4668,-80.5164,20.62,90,71,3.4,broken clouds
248,Okha,RU,2022-01-30 22:10:46,53.5739,142.9478,9.43,93,100,21.47,light snow
249,Baracoa,CU,2022-01-30 22:10:47,20.3467,-74.4958,70.52,86,100,11.68,overcast clouds
250,Jiexiu,CN,2022-01-30 22:10:47,37.0244,111.9125,20.25,48,0,8.05,clear sky
251,Le Mans,FR,2022-01-30 22:10:47,48.0,0.2,46.33,76,100,4.61,overcast clouds
252,Amberley,US,2022-01-30 22:10:48,39.2048,-84.428,39.02,57,0,5.01,clear sky
253,Port Blair,IN,2022-01-30 22:08:22,11.6667,92.75,71.51,72,42,8.39,scattered clouds
254,Iqaluit,CA,2022-01-30 22:10:49,63.7506,-68.5145,-16.87,76,20,3.44,few clouds
255,Saint-Joseph,RE,2022-01-30 22:09:25,-21.3667,55.6167,77.38,80,27,12.48,scattered clouds
256,Jalu,LY,2022-01-30 22:10:49,29.0331,21.5482,54.41,57,73,15.52,broken clouds
257,Adrar,MR,2022-01-30 22:10:50,20.5022,-10.0711,75.31,13,100,10.11,overcast clouds
258,Kirakira,SB,2022-01-30 22:10:50,-10.4544,161.9205,83.25,76,92,5.1,light rain
259,San Pedro,PH,2022-01-30 22:10:51,14.35,121.0167,77.32,84,71,9.37,broken clouds
260,Yakeshi,CN,2022-01-30 22:10:51,49.2833,120.7333,-29.92,100,93,1.61,overcast clouds
261,General Roca,AR,2022-01-30 22:10:51,-39.0333,-67.5833,83.62,11,6,24.09,clear sky
262,Nizwa,OM,2022-01-30 22:10:52,22.9333,57.5333,67.75,43,0,1.79,clear sky
263,Fuling,CN,2022-01-30 22:10:52,29.7022,107.3919,42.91,82,100,2.71,overcast clouds
264,Moose Factory,CA,2022-01-30 22:09:26,51.2585,-80.6094,-7.73,91,100,6.67,overcast clouds
265,Oktyabrskiy,RU,2022-01-30 22:10:50,54.4815,53.471,23.36,97,99,4.63,overcast clouds
266,Dwarka,IN,2022-01-30 22:10:53,22.2394,68.9678,69.85,80,0,9.66,clear sky
267,Mabaruma,GY,2022-01-30 22:10:54,8.2,-59.7833,76.46,77,39,5.95,scattered clouds
268,Ancud,CL,2022-01-30 22:10:54,-41.8697,-73.8203,62.13,58,32,12.21,scattered clouds
269,Alyangula,AU,2022-01-30 22:10:54,-13.8483,136.4192,82.6,76,100,19.44,overcast clouds
270,Saskylakh,RU,2022-01-30 22:06:17,71.9167,114.0833,-19.66,100,99,2.37,overcast clouds
271,Marrakesh,MA,2022-01-30 22:06:08,31.6315,-8.0083,69.87,32,40,14.97,scattered clouds
272,Lethem,GY,2022-01-30 22:06:49,3.3803,-59.7968,89.19,39,82,14.47,broken clouds
273,Esil,KZ,2022-01-30 22:10:55,51.9556,66.4042,12.24,95,97,11.16,overcast clouds
274,Buala,SB,2022-01-30 22:11:56,-8.145,159.5921,82.51,78,100,4.83,light rain
275,Muros,ES,2022-01-30 22:11:56,42.7762,-9.0603,51.24,64,0,5.44,clear sky
276,Saraza,PH,2022-01-30 22:11:57,8.7356,117.78,77.79,86,18,4.61,few clouds
277,Esperance,AU,2022-01-30 22:11:58,-33.8667,121.9,67.89,78,45,13.06,scattered clouds
278,Puro,PH,2022-01-30 22:11:58,12.4841,123.3827,78.21,81,18,6.71,few clouds
279,Kungurtug,RU,2022-01-30 22:11:59,50.5994,97.5228,-23.37,98,24,1.52,few clouds
280,Santa Cruz,BO,2022-01-30 22:07:24,-17.8,-63.1667,91.45,40,20,10.36,few clouds
281,Macusani,PE,2022-01-30 22:11:59,-14.0833,-70.4333,42.62,82,96,8.01,overcast clouds
282,Denia,ES,2022-01-30 22:12:00,38.8408,0.1057,58.64,37,0,1.99,clear sky
283,Mahajanga,MG,2022-01-30 22:08:16,-15.7167,46.3167,79.66,82,7,7.29,light rain
284,Port-Gentil,GA,2022-01-30 22:12:00,-0.7193,8.7815,81.23,79,94,9.42,overcast clouds
285,Bulungu,CD,2022-01-30 22:12:01,-4.55,18.6,74.62,71,100,2.98,overcast clouds
286,Visby,SE,2022-01-30 22:12:01,57.6409,18.296,34.02,69,40,28.77,scattered clouds
287,Elizabeth City,US,2022-01-30 22:10:39,36.2946,-76.2511,38.01,47,0,5.75,clear sky
288,Narsaq,GL,2022-01-30 22:07:58,60.9167,-46.05,21.42,72,100,17.52,snow
289,Pa Sang,TH,2022-01-30 22:12:02,18.5262,98.9394,64.36,54,32,1.23,scattered clouds
290,Orange,US,2022-01-30 22:12:03,33.7,-117.7675,78.33,40,0,1.99,clear sky
291,Uvalde,US,2022-01-30 22:12:03,29.3669,-99.767,70.52,27,0,11.5,clear sky
292,Rawson,AR,2022-01-30 22:10:14,-43.3002,-65.1023,57.99,48,69,13.4,broken clouds
293,The Valley,AI,2022-01-30 22:11:17,18.217,-63.0578,78.66,71,6,9.73,clear sky
294,Gagnoa,CI,2022-01-30 22:12:04,6.1293,-5.9437,72.07,56,30,2.84,scattered clouds
295,Impfondo,CG,2022-01-30 22:12:05,1.6381,18.0667,73.02,30,100,1.54,overcast clouds
296,Half Moon Bay,US,2022-01-30 22:07:53,37.4636,-122.4286,67.05,72,0,4.0,haze
297,Ludwigslust,DE,2022-01-30 22:12:05,53.3167,11.5,40.82,81,81,11.12,broken clouds
298,Nhulunbuy,AU,2022-01-30 22:12:06,-12.2333,136.7667,83.01,83,100,10.36,overcast clouds
299,Gari,RU,2022-01-30 22:12:06,59.4307,62.3497,1.58,98,100,2.77,overcast clouds
300,Bajil,YE,2022-01-30 22:12:07,15.0584,43.2851,75.79,69,5,3.42,clear sky
301,Hovd,MN,2022-01-30 22:12:07,48.0056,91.6419,-14.03,81,24,1.88,few clouds
302,Bethel,US,2022-01-30 22:11:38,41.3712,-73.414,23.76,51,24,4.23,few clouds
303,Santa Lucia,ES,2022-01-30 22:12:08,27.9117,-15.5407,54.77,72,6,3.44,haze
304,Tall Kayf,TR,2022-01-30 22:12:08,37.0833,41.0667,38.37,71,63,6.69,broken clouds
305,Carauari,BR,2022-01-30 22:09:37,-4.8828,-66.8958,79.07,87,96,3.27,overcast clouds
306,Leshukonskoye,RU,2022-01-30 22:12:09,64.8989,45.7622,9.46,95,100,5.93,overcast clouds
307,Luancheng,CN,2022-01-30 22:12:09,37.8792,114.6517,31.39,25,0,14.36,clear sky
308,Fria,GN,2022-01-30 22:12:09,10.4167,-13.5833,75.22,88,20,1.57,few clouds
309,Fredericton,CA,2022-01-30 22:12:10,45.9454,-66.6656,16.65,78,0,3.0,clear sky
310,Bambanglipuro,ID,2022-01-30 22:11:45,-7.95,110.2833,61.61,89,100,4.23,overcast clouds
311,Nioro,GM,2022-01-30 22:12:10,13.35,-15.75,85.87,15,82,4.25,broken clouds
312,Taltal,CL,2022-01-30 22:12:11,-25.4,-70.4833,67.98,72,29,7.43,scattered clouds
313,Mahanoro,MG,2022-01-30 22:12:11,-19.9,48.8,72.72,83,5,4.52,clear sky
314,Bubaque,GW,2022-01-30 22:09:41,11.2833,-15.8333,78.21,72,48,11.48,scattered clouds
315,Radovis,MK,2022-01-30 22:12:12,41.6383,22.4647,33.12,85,76,5.93,broken clouds
316,Pacific Grove,US,2022-01-30 22:12:12,36.6177,-121.9166,69.58,69,0,3.0,clear sky
317,Port Dover,CA,2022-01-30 22:12:13,42.7834,-80.1997,22.35,77,97,2.46,overcast clouds
318,Jaypur,IN,2022-01-30 22:13:13,18.85,82.5833,57.18,33,0,1.7,clear sky
319,Aswan,EG,2022-01-30 22:12:02,24.0934,32.907,56.12,38,100,10.09,overcast clouds
320,Sokoni,TZ,2022-01-30 22:13:14,-6.4333,39.55,79.97,80,99,9.78,overcast clouds
321,Orocue,CO,2022-01-30 22:13:14,4.7912,-71.3354,93.42,29,70,12.01,broken clouds
322,Sheridan,US,2022-01-30 22:13:15,44.8333,-106.9173,53.98,22,0,5.75,clear sky
323,Veraval,IN,2022-01-30 22:13:15,20.9,70.3667,65.82,60,0,11.1,clear sky
324,Xapuri,BR,2022-01-30 22:13:15,-10.6517,-68.5044,73.11,98,100,2.53,overcast clouds
325,Lang Son,VN,2022-01-30 22:13:16,21.8333,106.7333,46.92,92,100,5.84,light rain
326,Krasnoselkup,RU,2022-01-30 22:13:16,65.7,82.4667,0.48,95,98,8.08,overcast clouds
327,Port Hardy,CA,2022-01-30 22:13:17,50.6996,-127.4199,42.76,87,100,10.36,light rain
328,Kamaishi,JP,2022-01-30 22:13:18,39.2667,141.8833,24.98,59,19,8.19,few clouds
329,Sergeyevka,KZ,2022-01-30 22:13:18,53.88,67.4158,9.45,93,100,9.78,overcast clouds
330,Shamary,RU,2022-01-30 22:13:19,57.3434,58.2199,6.06,99,98,3.09,overcast clouds
331,Nieuw Amsterdam,SR,2022-01-30 22:13:19,5.8833,-55.0833,82.42,74,20,6.91,few clouds
332,Lorengau,PG,2022-01-30 22:13:20,-2.0226,147.2712,78.69,86,100,11.9,overcast clouds
333,Pio Xii,BR,2022-01-30 22:13:20,-3.8325,-45.1525,74.84,91,75,1.63,broken clouds
334,Chuguyevka,RU,2022-01-30 22:12:15,44.1653,133.8633,-2.4,100,100,1.16,overcast clouds
335,Salmas,IR,2022-01-30 22:13:21,38.1973,44.7653,12.42,74,15,6.73,few clouds
336,Puerto Quijarro,BO,2022-01-30 22:13:21,-17.7833,-57.7667,75.79,95,94,3.33,overcast clouds
337,Cururupu,BR,2022-01-30 22:09:28,-1.8283,-44.8683,74.71,95,98,5.86,overcast clouds
338,Abasolo,MX,2022-01-30 22:13:22,20.45,-101.5167,77.74,16,2,9.35,clear sky
339,Qaqortoq,GL,2022-01-30 22:08:42,60.7167,-46.0333,21.7,63,100,16.82,snow
340,Mehamn,NO,2022-01-30 22:13:22,71.0357,27.8492,30.15,86,75,21.85,light shower snow
341,Ohara,JP,2022-01-30 22:13:23,35.25,140.3833,38.01,53,100,10.54,overcast clouds
342,Iquique,CL,2022-01-30 22:13:23,-20.2208,-70.1431,73.44,69,1,1.77,clear sky
343,Byron Bay,AU,2022-01-30 22:13:19,-28.65,153.6167,79.88,85,74,8.75,broken clouds
344,Haines Junction,CA,2022-01-30 22:13:24,60.7522,-137.5108,9.77,90,98,2.84,overcast clouds
345,Ostrovnoy,RU,2022-01-30 22:13:24,68.0531,39.5131,12.16,95,98,8.23,overcast clouds
346,Sioux Lookout,CA,2022-01-30 22:11:31,50.1001,-91.917,11.41,88,100,3.78,overcast clouds
347,Sakakah,SA,2022-01-30 22:13:25,29.9697,40.2064,48.34,44,100,12.1,overcast clouds
348,Baykit,RU,2022-01-30 22:13:25,61.67,96.37,-4.34,99,100,0.4,overcast clouds
349,Uyuni,BO,2022-01-30 22:13:26,-20.4597,-66.825,62.65,33,40,9.62,scattered clouds
350,Mayo,US,2022-01-30 22:11:21,38.8876,-76.5119,32.11,51,40,3.0,scattered clouds
351,Baruun-Urt,MN,2022-01-30 22:08:54,46.6806,113.2792,-7.69,95,86,4.79,overcast clouds
352,Atar,MR,2022-01-30 22:09:10,20.5169,-13.0499,79.79,11,100,8.72,overcast clouds
353,Opglabbeek,BE,2022-01-30 22:13:27,51.0427,5.5805,41.41,74,75,6.91,broken clouds
354,Pasighat,IN,2022-01-30 22:12:15,28.0667,95.3333,51.39,61,13,3.62,few clouds
355,Santa Fe,AR,2022-01-30 22:10:09,-31.6333,-60.7,89.98,25,0,1.99,clear sky
356,Shu,KZ,2022-01-30 22:08:52,43.5983,73.7614,30.38,82,52,4.25,broken clouds
357,Hauterive,FR,2022-01-30 22:13:28,46.0901,3.4459,41.76,94,4,1.45,clear sky
358,Tungor,RU,2022-01-30 22:12:16,53.3808,142.9564,7.95,93,100,22.03,light snow
359,Flin Flon,CA,2022-01-30 22:13:28,54.7682,-101.865,12.18,93,100,6.64,light snow
360,Kiruna,SE,2022-01-30 22:09:23,67.8557,20.2251,0.52,85,16,5.75,few clouds
361,Eirunepe,BR,2022-01-30 22:13:29,-6.6603,-69.8736,84.09,64,99,3.74,overcast clouds
362,Fontanka,UA,2022-01-30 22:13:29,46.5626,30.8607,26.69,81,13,11.88,few clouds
363,Mitu,CO,2022-01-30 22:13:30,1.1983,-70.1733,85.01,51,20,2.33,few clouds
364,San Anselmo,US,2022-01-30 22:13:30,37.9747,-122.5616,65.98,71,0,1.01,clear sky
365,Middleton,GB,2022-01-30 22:13:30,53.55,-2.2,46.58,86,91,23.47,overcast clouds
366,Morondava,MG,2022-01-30 22:14:31,-20.2833,44.2833,81.66,71,23,9.08,few clouds
367,Cozumel,MX,2022-01-30 22:14:31,20.5083,-86.9458,74.95,57,40,3.0,scattered clouds
368,Turukhansk,RU,2022-01-30 22:14:32,65.8167,87.9833,-0.38,94,98,9.86,overcast clouds
369,Nizhneangarsk,RU,2022-01-30 22:14:32,55.7833,109.55,-7.73,96,100,1.79,overcast clouds
370,Rorvik,NO,2022-01-30 22:14:33,64.8621,11.2373,28.38,51,95,6.69,overcast clouds
371,Sena Madureira,BR,2022-01-30 22:14:33,-9.0656,-68.6569,81.01,80,65,2.59,broken clouds
372,Vestmannaeyjar,IS,2022-01-30 22:14:33,63.4427,-20.2734,31.59,62,100,39.28,light snow
373,Bouafle,CI,2022-01-30 22:14:34,6.9904,-5.7442,74.97,22,16,1.63,few clouds
374,Caravelas,BR,2022-01-30 22:14:34,-17.7125,-39.2481,79.61,83,22,11.5,few clouds
375,Vidim,RU,2022-01-30 22:12:11,56.4088,103.1106,-2.49,100,100,2.13,overcast clouds
376,Karatau,KZ,2022-01-30 22:14:35,43.1667,70.4667,26.02,85,90,0.27,overcast clouds
377,Codrington,AU,2022-01-30 22:10:07,-38.2667,141.9667,67.01,88,54,6.4,broken clouds
378,Whitianga,NZ,2022-01-30 22:11:11,-36.8333,175.7,70.11,68,78,11.14,broken clouds
379,Kendari,ID,2022-01-30 22:14:36,-3.945,122.4989,76.21,90,100,2.95,light rain
380,Quibor,VE,2022-01-30 22:14:36,9.9287,-69.6201,80.42,48,82,11.16,broken clouds
381,Leh,IN,2022-01-30 22:12:01,34.1667,77.5833,7.39,93,100,0.89,overcast clouds
382,Plover,US,2022-01-30 22:14:37,44.4564,-89.544,27.59,64,100,3.0,overcast clouds
383,Xiongzhou,CN,2022-01-30 22:14:37,25.1167,114.3,40.73,77,96,3.74,light rain
384,Kupang,ID,2022-01-30 22:14:38,-10.1667,123.5833,81.18,89,75,11.5,broken clouds
385,Astoria,US,2022-01-30 22:14:38,46.1879,-123.8313,51.69,90,100,14.0,light rain
386,Juneau,US,2022-01-30 22:14:38,58.3019,-134.4197,35.83,93,100,3.44,light snow
387,Provideniya,RU,2022-01-30 22:11:30,64.3833,-173.3,12.31,73,0,17.9,clear sky
388,Ocampo,MX,2022-01-30 22:14:39,21.65,-101.5,72.28,16,11,14.92,few clouds
389,Duma,CN,2022-01-30 22:14:39,34.7653,108.135,17.13,64,0,5.86,clear sky
390,Vvedenskoye,RU,2022-01-30 22:14:40,55.4753,65.0847,7.27,95,100,3.85,overcast clouds
391,Sabla,NG,2022-01-30 22:14:40,12.7525,4.7077,71.06,13,41,14.76,scattered clouds
392,Santa Cecilia,BR,2022-01-30 22:14:41,-26.9608,-50.4269,61.03,94,62,5.41,broken clouds
393,Traverse City,US,2022-01-30 22:14:41,44.7631,-85.6206,26.73,72,75,8.05,broken clouds
394,Herre,NO,2022-01-30 22:14:41,59.1,9.5667,30.67,75,98,2.17,overcast clouds
395,Bulawayo,ZW,2022-01-30 22:14:42,-20.15,28.5833,63.68,89,95,8.14,overcast clouds
396,Yokadouma,CM,2022-01-30 22:14:42,3.5167,15.05,70.66,28,100,1.34,overcast clouds
397,Polis,CY,2022-01-30 22:14:43,35.0367,32.4264,49.82,89,98,7.0,overcast clouds
398,Zirandaro,MX,2022-01-30 22:14:43,18.45,-100.9833,97.83,23,0,1.3,clear sky
399,Luwuk,ID,2022-01-30 22:14:43,-0.9516,122.7875,76.87,81,99,5.55,overcast clouds
400,Russell,US,2022-01-30 22:14:44,32.3502,-85.1999,63.68,32,0,6.91,clear sky
401,Cherkessk,RU,2022-01-30 22:14:44,44.2233,42.0578,17.94,81,29,6.08,scattered clouds
402,Howard Springs,AU,2022-01-30 22:14:45,-12.497,131.047,84.11,90,71,13.67,broken clouds
403,Japura,ID,2022-01-30 22:14:45,-0.3167,102.35,72.93,98,47,1.01,scattered clouds
404,Palmer,US,2022-01-30 22:14:45,42.1584,-72.3287,19.22,40,20,1.01,few clouds
405,Teknaf,BD,2022-01-30 22:14:46,20.8624,92.3058,57.69,67,0,8.41,clear sky
406,Norton Shores,US,2022-01-30 22:14:46,43.1689,-86.2639,28.06,70,100,0.0,overcast clouds
407,Dhidhdhoo,MV,2022-01-30 22:14:47,6.8833,73.1,81.27,74,27,8.37,scattered clouds
408,Anlu,CN,2022-01-30 22:14:47,31.1661,112.5831,37.42,81,100,2.42,overcast clouds
409,Natal,BR,2022-01-30 22:11:17,-5.795,-35.2094,81.25,78,40,9.22,scattered clouds
410,Gravdal,NO,2022-01-30 22:14:48,68.1214,13.5031,30.09,74,75,3.44,broken clouds
411,Lisala,CD,2022-01-30 22:14:48,2.15,21.5167,71.82,33,85,2.55,overcast clouds
412,Trebinje,BA,2022-01-30 22:14:48,42.7119,18.3442,48.56,37,0,6.91,clear sky
413,Beian,NO,2022-01-30 22:14:49,63.6559,9.5683,33.01,93,75,4.61,broken clouds
414,Oranjemund,NA,2022-01-30 22:14:49,-28.55,16.4333,66.7,85,79,4.76,broken clouds
415,Bairiki,KI,2022-01-30 22:14:50,1.3292,172.9752,86.0,74,40,12.66,light rain
416,Freeport,US,2022-01-30 22:11:22,40.6576,-73.5832,25.27,54,0,5.01,clear sky
417,Derzhavinsk,KZ,2022-01-30 22:15:50,51.1,66.3167,12.94,94,85,14.97,overcast clouds
418,Parabel,RU,2022-01-30 22:15:51,58.6978,81.4825,6.21,95,100,7.78,overcast clouds
419,Mabama,TZ,2022-01-30 22:15:51,-5.1333,32.5333,66.06,94,100,2.39,light rain
420,Airai,TL,2022-01-30 22:15:52,-8.9266,125.4092,60.91,90,82,4.03,broken clouds
421,Sibu,MY,2022-01-30 22:15:52,2.3,111.8167,75.51,94,20,3.44,light rain
422,Atikokan,CA,2022-01-30 22:15:53,48.7555,-91.6216,12.22,90,100,3.96,overcast clouds
423,Kem,RU,2022-01-30 22:15:53,64.9555,34.5793,12.88,97,100,5.41,overcast clouds
424,Saint Anthony,US,2022-01-30 22:15:53,45.0205,-93.218,24.4,64,0,1.01,clear sky
425,Arrifes,PT,2022-01-30 22:15:54,37.7667,-25.7,57.45,72,40,20.71,scattered clouds
426,Siyabuswa,ZA,2022-01-30 22:15:54,-25.1132,29.0445,68.36,82,100,4.79,overcast clouds
427,Oranjestad,AW,2022-01-30 22:10:57,12.524,-70.027,78.64,75,8,14.65,clear sky
428,Korla,CN,2022-01-30 22:15:55,41.7597,86.1469,23.47,59,100,3.22,overcast clouds
429,Broken Hill,AU,2022-01-30 22:11:01,-31.95,141.4333,77.14,69,100,3.31,light rain
430,Alta Floresta,BR,2022-01-30 22:13:34,-9.8756,-56.0861,71.15,96,98,3.6,overcast clouds
431,Chifeng,CN,2022-01-30 22:12:07,42.2683,118.9636,17.22,75,100,7.0,overcast clouds
432,Pokosnoye,RU,2022-01-30 22:15:56,55.5258,101.0536,-2.36,98,100,1.79,overcast clouds
433,Nanortalik,GL,2022-01-30 22:15:56,60.1432,-45.2371,16.25,88,100,21.97,snow
434,Kopervik,NO,2022-01-30 22:15:57,59.2835,5.3067,34.92,75,100,8.05,overcast clouds
435,Kochi,IN,2022-01-30 22:15:57,9.9399,76.2602,75.18,83,6,4.41,clear sky
436,Necochea,AR,2022-01-30 22:12:23,-38.5473,-58.7368,68.04,65,72,20.24,broken clouds
437,Gold Coast,AU,2022-01-30 22:13:16,-28.0,153.4333,82.78,76,40,5.01,scattered clouds
438,Kourou,GF,2022-01-30 22:15:58,5.1552,-52.6478,77.05,89,24,10.18,few clouds
439,Lavrentiya,RU,2022-01-30 22:15:58,65.5833,-171.0,-5.8,90,4,3.74,clear sky
440,Bud,US,2022-01-30 22:15:59,39.447,-86.1758,37.35,59,57,9.26,broken clouds
441,Quatre Cocos,MU,2022-01-30 22:15:59,-20.2078,57.7625,78.91,80,100,17.2,light rain
442,Brainerd,US,2022-01-30 22:16:00,46.358,-94.2008,20.25,63,0,8.05,clear sky
443,Guia Lopes Da Laguna,BR,2022-01-30 22:16:00,-21.4578,-56.1142,83.86,64,53,5.48,broken clouds
444,Olga,RU,2022-01-30 22:16:01,43.7444,135.2892,10.44,59,3,14.67,clear sky
445,Mitsamiouli,KM,2022-01-30 22:14:00,-11.3847,43.2844,80.51,74,2,3.42,clear sky
446,Stromness,GB,2022-01-30 22:16:01,58.965,-3.296,39.45,95,100,30.67,light rain
447,Urucara,BR,2022-01-30 22:16:01,-2.5364,-57.76,77.34,88,100,2.15,overcast clouds
448,Aykhal,RU,2022-01-30 22:14:07,66.0,111.5,-21.82,100,90,3.69,overcast clouds
449,Chumikan,RU,2022-01-30 22:16:02,54.7183,135.315,-3.12,83,100,18.41,overcast clouds
450,Charters Towers,AU,2022-01-30 22:16:03,-20.1,146.2667,77.54,75,1,4.83,clear sky
451,Yamada,JP,2022-01-30 22:14:16,39.4667,141.95,24.03,63,60,3.67,broken clouds
452,Luanda,AO,2022-01-30 22:15:01,-8.8368,13.2343,78.8,83,75,9.22,broken clouds
453,Grand Gaube,MU,2022-01-30 22:16:03,-20.0064,57.6608,79.2,81,100,3.0,overcast clouds
454,Atambua,ID,2022-01-30 22:16:04,-9.1061,124.8925,74.64,87,91,7.76,overcast clouds
455,Usinsk,RU,2022-01-30 22:16:04,65.9939,57.5281,8.38,95,100,9.19,overcast clouds
456,Nelson Bay,AU,2022-01-30 22:16:05,-32.7167,152.15,80.1,82,80,1.01,broken clouds
457,Bontang,ID,2022-01-30 22:16:05,0.1333,117.5,76.01,89,100,4.59,moderate rain
458,Dunedin,NZ,2022-01-30 22:12:11,-45.8742,170.5036,66.79,71,0,17.0,clear sky
459,Inirida,CO,2022-01-30 22:16:06,3.8653,-67.9239,86.99,45,16,1.25,few clouds
460,Geraldton,AU,2022-01-30 22:16:06,-28.7667,114.6,70.21,88,75,9.22,broken clouds
461,Karatu,TZ,2022-01-30 22:16:06,-3.3333,35.6667,63.14,94,100,2.98,light rain
462,Soe,ID,2022-01-30 22:16:07,-9.8607,124.284,67.3,88,72,7.83,broken clouds
463,Inuvik,CA,2022-01-30 22:14:57,68.3499,-133.7218,2.26,85,100,4.61,light snow
464,Miraflores,MX,2022-01-30 22:17:07,19.2167,-98.8083,72.25,29,1,3.33,clear sky
