City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Abu Samrah,SY,2022-01-29 21:18:51,35.3029,37.1841,40.19,81,77,6.85
273,Bahia Honda,CU,2022-01-29 21:18:51,22.9036,-83.1592,66.7,54,94,15.86
274,Bambanglipuro,ID,2022-01-29 21:18:52,-7.95,110.2833,77.38,87,100,3.98
275,Ternate,ID,2022-01-29 21:19:52,0.8,127.4,78.91,84,96,6.06
276,Raga,SS,2022-01-29 21:19:53,8.4596,25.678,68.07,18,85,4.41
277,Lompoc,US,2022-01-29 21:19:14,34.6391,-120.4579,68.18,39,0,4.61
278,Iki-Burul,RU,2022-01-29 21:19:54,45.8208,44.6472,34.14,86,97,7.05
279,Prabumulih,ID,2022-01-29 21:19:54,-3.45,104.25,73.27,98,100,1.14
280,Kahului,US,2022-01-29 21:19:52,20.8947,-156.47,80.62,54,40,16.11
281,Beni Mazar,EG,2022-01-29 21:19:55,28.4962,30.8029,50.0,53,1,5.1
282,Boyolangu,ID,2022-01-29 21:18:10,-8.1181,111.8935,76.33,91,100,1.66
283,Ajdabiya,LY,2022-01-29 21:19:56,30.7554,20.2263,56.26,54,48,20.62
284,Esperance,AU,2022-01-29 21:19:56,-33.8667,121.9,64.85,79,0,12.26
285,Saint Stephen,GB,2022-01-29 21:16:02,50.3333,-4.9,48.15,88,63,8.23
286,Odienne,CI,2022-01-29 21:15:39,9.51,-7.5692,80.49,17,72,4.79
287,Sur,OM,2022-01-29 21:17:59,22.5667,59.5289,71.15,54,3,5.46
288,Chegdomyn,RU,2022-01-29 21:19:57,51.1167,133.0167,-32.49,100,100,1.45
289,Matay,EG,2022-01-29 21:19:58,28.419,30.7792,49.93,51,2,5.17
290,Chokurdakh,RU,2022-01-29 21:19:58,70.6333,147.9167,-13.09,88,100,1.61
291,Husavik,IS,2022-01-29 21:17:59,66.0449,-17.3389,33.71,77,32,19.26
292,Geraldton,AU,2022-01-29 21:19:59,-28.7667,114.6,68.41,94,0,6.91
293,Qostanay,KZ,2022-01-29 21:19:59,53.1667,63.5833,-1.91,84,0,4.47
294,Daru,PG,2022-01-29 21:19:59,-9.0763,143.2092,78.44,85,100,10.76
295,Tiksi,RU,2022-01-29 21:17:18,71.6872,128.8694,-8.61,99,53,4.79
296,Humaita,BR,2022-01-29 21:20:00,-7.5061,-63.0208,72.99,99,100,0.92
297,Save,BJ,2022-01-29 21:20:01,8.0425,2.486,85.19,15,98,7.14
298,Cockburn Town,TC,2022-01-29 21:20:02,21.4612,-71.1419,78.03,70,0,7.99
299,Mount Gambier,AU,2022-01-29 21:20:02,-37.8333,140.7667,62.51,94,100,8.05
300,Upernavik,GL,2022-01-29 21:20:02,72.7868,-56.1549,1.8,93,100,8.5
301,Awjilah,LY,2022-01-29 21:20:03,29.1081,21.2869,52.52,38,0,11.72
302,Sangar,RU,2022-01-29 21:20:03,63.9242,127.4739,-35.57,99,86,2.66
303,Ancud,CL,2022-01-29 21:20:04,-41.8697,-73.8203,68.43,84,53,12.39
304,Si Satchanalai,TH,2022-01-29 21:20:04,17.5169,99.7598,68.61,58,47,1.52
305,Kulhudhuffushi,MV,2022-01-29 21:20:05,6.6221,73.07,81.82,76,70,18.97
306,Orhei,MD,2022-01-29 21:20:05,47.3831,28.8231,30.79,87,13,4.36
307,Amapa,BR,2022-01-29 21:20:06,1.0,-52.0,73.38,98,100,3.02
308,Vaitape,PF,2022-01-29 21:19:29,-16.5167,-151.75,80.06,74,18,11.61
309,Saint-Francois,FR,2022-01-29 21:20:06,46.4154,3.9054,39.67,94,100,4.61
310,Port Macquarie,AU,2022-01-29 21:18:29,-31.4333,152.9167,72.9,78,99,2.46
311,Villarrica,PY,2022-01-29 21:20:07,-25.75,-56.4333,92.52,28,1,6.93
312,Nonthaburi,TH,2022-01-29 21:20:07,13.75,100.5,82.98,99,34,5.79
313,Porto Belo,BR,2022-01-29 21:20:08,-27.1578,-48.5531,75.16,83,100,11.88
314,Fukue,JP,2022-01-29 21:20:08,32.6881,128.8419,47.89,52,100,17.45
315,Bengkulu,ID,2022-01-29 21:20:09,-3.8004,102.2655,75.88,91,100,4.25
316,Bull Savanna,JM,2022-01-29 21:20:09,17.8868,-77.5902,81.52,56,2,8.34
317,Novopskov,UA,2022-01-29 21:20:09,49.5464,39.0899,28.78,94,99,13.73
318,Arman,RU,2022-01-29 21:16:47,59.7,150.1667,7.41,82,100,13.8
319,Khatanga,RU,2022-01-29 21:20:10,71.9667,102.5,-4.34,99,100,5.53
320,Vidim,RU,2022-01-29 21:20:11,56.4088,103.1106,-15.23,100,100,2.93
321,Birao,CF,2022-01-29 21:20:11,10.2849,22.7882,67.68,16,52,6.4
322,Taos,US,2022-01-29 21:21:12,36.4072,-105.5731,46.98,35,0,4.0
323,Severo-Yeniseyskiy,RU,2022-01-29 21:21:12,60.3725,93.0408,-2.15,99,100,3.11
324,Askino,RU,2022-01-29 21:21:12,56.0901,56.5783,5.67,96,100,4.12
325,Camopi,GF,2022-01-29 21:18:09,3.1655,-52.3158,74.52,97,75,2.75
326,Brae,GB,2022-01-29 21:18:31,60.3964,-1.353,39.11,68,59,37.38
327,Shimoda,JP,2022-01-29 21:21:13,34.6667,138.95,38.1,73,66,9.51
328,Lensk,RU,2022-01-29 21:21:14,60.7253,114.9278,-6.57,97,100,6.71
329,Harstad,NO,2022-01-29 21:21:14,68.799,16.5293,25.83,70,100,5.12
330,Nikolskoye,RU,2022-01-29 21:21:15,59.7035,30.7861,27.72,85,100,14.97
331,Skjervoy,NO,2022-01-29 21:21:15,70.0311,20.9714,27.05,60,6,10.18
332,Ranong,TH,2022-01-29 21:21:16,9.9658,98.6348,75.7,89,52,2.48
333,Paragominas,BR,2022-01-29 21:21:16,-2.9667,-47.4833,73.29,97,100,3.29
334,Hay River,CA,2022-01-29 21:21:16,60.8156,-115.7999,-2.22,78,100,9.22
335,Linfen,CN,2022-01-29 21:21:17,36.0889,111.5189,31.3,73,7,2.21
336,Dargaville,NZ,2022-01-29 21:21:17,-35.9333,173.8833,70.11,56,4,7.05
337,Port Augusta,AU,2022-01-29 21:21:18,-32.5,137.7667,76.71,53,73,8.03
338,Thai Binh,VN,2022-01-29 21:21:18,20.45,106.3333,57.2,79,100,8.72
339,Ust-Maya,RU,2022-01-29 21:21:19,60.4167,134.5333,-32.35,100,93,0.58
340,Andenes,NO,2022-01-29 21:21:19,69.3143,16.1194,26.58,63,100,18.41
341,Lorengau,PG,2022-01-29 21:21:20,-2.0226,147.2712,80.64,80,99,7.29
342,Rawson,AR,2022-01-29 21:21:20,-43.3002,-65.1023,83.1,32,62,7.85
343,Sandviken,SE,2022-01-29 21:21:20,60.6167,16.7667,37.69,92,100,6.17
344,Christchurch,NZ,2022-01-29 21:16:23,-43.5333,172.6333,71.33,73,20,5.01
345,Turukhansk,RU,2022-01-29 21:21:21,65.8167,87.9833,2.05,95,100,10.02
346,Tagusao,PH,2022-01-29 21:21:21,9.1924,117.8141,77.58,84,29,1.05
347,Boshkengash,TJ,2022-01-29 21:21:22,38.4661,68.8053,35.65,93,100,2.24
348,Sosnovo-Ozerskoye,RU,2022-01-29 21:21:22,52.5249,111.5418,-27.36,100,92,2.06
349,Whitehorse,CA,2022-01-29 21:21:23,60.7161,-135.0538,25.11,78,100,5.75
350,Raudeberg,NO,2022-01-29 21:21:23,61.9875,5.1352,39.87,75,100,49.37
351,Derzhavinsk,KZ,2022-01-29 21:21:23,51.1,66.3167,16.7,93,100,13.53
352,Kermanshah,IR,2022-01-29 21:21:24,34.3142,47.065,31.1,51,0,4.61
353,High Level,CA,2022-01-29 21:21:24,58.5169,-117.136,14.11,85,100,3.44
354,Baindur,IN,2022-01-29 21:21:25,13.8667,74.6333,79.2,57,54,6.58
355,Peque,CO,2022-01-29 21:21:25,7.0212,-75.9093,76.19,64,52,2.71
356,Faanui,PF,2022-01-29 21:21:26,-16.4833,-151.75,80.04,74,18,11.59
357,Novyy Urgal,RU,2022-01-29 21:21:26,51.0736,132.5642,-36.08,100,94,1.25
358,Burgeo,CA,2022-01-29 21:21:26,47.6167,-57.6152,34.16,96,100,42.37
359,Changji,CN,2022-01-29 21:21:27,44.0167,87.3167,-1.41,84,75,0.0
360,Georgetown,MY,2022-01-29 21:21:27,5.4112,100.3354,81.9,89,20,1.01
361,Beringovskiy,RU,2022-01-29 21:21:28,63.05,179.3167,-11.65,100,97,3.38
362,Pemangkat,ID,2022-01-29 21:19:13,1.1667,108.9667,76.46,88,100,3.42
363,Shelburne,CA,2022-01-29 21:21:29,44.0787,-80.2041,12.99,40,1,5.26
364,Barreirinhas,BR,2022-01-29 21:21:29,-2.7469,-42.8264,75.83,85,100,4.97
365,Kaputa,ZM,2022-01-29 21:21:29,-8.4689,29.6619,68.65,91,100,3.87
366,Waipawa,NZ,2022-01-29 21:21:30,-41.4122,175.5153,69.46,54,35,2.68
367,Ciudad Bolivar,VE,2022-01-29 21:22:30,8.1222,-63.5497,91.99,30,20,12.19
368,Micomeseng,GQ,2022-01-29 21:22:31,2.1462,10.6164,71.65,95,100,3.69
369,Kununurra,AU,2022-01-29 21:22:31,-15.7667,128.7333,78.78,89,100,8.05
370,Siderno,IT,2022-01-29 21:22:32,38.2779,16.302,50.59,59,2,8.41
371,San Patricio,US,2022-01-29 21:22:32,28.017,-97.5169,68.09,25,54,5.39
372,Morant Bay,JM,2022-01-29 21:22:33,17.8815,-76.4093,82.02,74,24,0.36
373,Mahebourg,MU,2022-01-29 21:22:02,-20.4081,57.7,79.25,83,20,5.75
374,Mirebalais,HT,2022-01-29 21:22:34,18.8333,-72.1053,83.12,58,81,8.34
375,Jatiroto,ID,2022-01-29 21:22:34,-7.8833,111.1167,74.17,93,100,1.83
376,Isla Aguada,MX,2022-01-29 21:22:35,18.7833,-91.4667,71.64,65,99,20.4
377,Port Blair,IN,2022-01-29 21:22:35,11.6667,92.75,77.04,83,75,2.3
378,Seydi,TM,2022-01-29 21:22:35,39.4816,62.9137,36.88,64,9,9.31
379,Susanville,US,2022-01-29 21:22:36,40.4163,-120.653,42.91,45,0,1.99
380,Cacapava Do Sul,BR,2022-01-29 21:22:36,-30.5122,-53.4914,79.93,31,0,12.53
381,Kavieng,PG,2022-01-29 21:22:37,-2.5744,150.7967,82.18,75,100,7.36
382,Kavaratti,IN,2022-01-29 21:19:17,10.5669,72.642,80.51,74,75,6.06
383,Okhotsk,RU,2022-01-29 21:22:37,59.3833,143.3,13.48,81,100,14.61
384,Diego De Almagro,CL,2022-01-29 21:22:38,-26.3667,-70.05,76.69,29,0,13.73
385,Daura,NG,2022-01-29 21:22:38,11.5538,11.4085,64.87,17,83,13.33
386,Agirish,RU,2022-01-29 21:22:39,61.9247,63.0231,4.41,95,100,4.05
387,Tutoia,BR,2022-01-29 21:22:39,-2.7619,-42.2744,84.18,80,100,5.57
388,Salinas,US,2022-01-29 21:18:31,36.6777,-121.6555,68.65,43,0,3.44
389,Sarkand,KZ,2022-01-29 21:20:24,45.41,79.9186,28.63,94,100,3.47
390,Mardin,TR,2022-01-29 21:22:40,37.3131,40.7436,30.31,93,100,0.18
391,Baturaja,ID,2022-01-29 21:22:40,-4.1333,104.1667,73.08,97,100,0.92
392,Mastic Beach,US,2022-01-29 21:19:54,40.7668,-72.8521,19.15,89,100,8.99
393,Dingle,PH,2022-01-29 21:22:41,10.9995,122.6711,74.53,91,9,1.7
394,Pasni,PK,2022-01-29 21:22:41,25.2631,63.471,69.55,77,0,7.78
395,Nampula,MZ,2022-01-29 21:20:25,-15.1165,39.2666,75.15,88,75,8.05
396,Laguna,US,2022-01-29 21:22:42,38.421,-121.4238,66.04,47,0,1.01
397,Balikpapan,ID,2022-01-29 21:22:42,-1.2675,116.8289,76.19,94,40,2.3
398,Bethel,US,2022-01-29 21:22:43,41.3712,-73.414,18.48,62,100,5.01
399,Araouane,ML,2022-01-29 21:22:43,18.9048,-3.5265,71.91,13,93,12.59
400,Kyaikto,MM,2022-01-29 21:22:44,17.3,97.0167,62.01,63,41,2.28
401,Dhana,IN,2022-01-29 21:22:44,23.75,78.85,54.3,35,0,5.46
402,Linxia,CN,2022-01-29 21:22:44,35.6003,103.2064,7.77,85,44,2.68
403,Payson,US,2022-01-29 21:22:45,40.0444,-111.7321,45.77,39,0,5.75
404,Muscatine,US,2022-01-29 21:22:45,41.4667,-91.1335,33.89,42,0,1.99
405,Praya,CV,2022-01-29 21:22:46,14.9215,-23.5087,70.34,68,75,14.97
406,Kisiwani,TZ,2022-01-29 21:22:46,-4.1333,37.95,70.23,96,100,4.29
407,Vilyuysk,RU,2022-01-29 21:22:46,63.7553,121.6247,-15.16,99,97,5.32
408,Pisco,PE,2022-01-29 21:21:39,-13.7,-76.2167,73.45,68,20,14.97
409,Ostrovnoy,RU,2022-01-29 21:22:47,68.0531,39.5131,12.7,88,99,13.15
410,Caxito,AO,2022-01-29 21:22:47,-8.5785,13.6643,76.82,91,100,1.28
411,Tautira,PF,2022-01-29 21:22:48,-17.7333,-149.15,84.22,74,100,14.07
412,Joshimath,IN,2022-01-29 21:22:48,30.5667,79.5667,36.39,46,4,8.19
413,Pio Ix,BR,2022-01-29 21:22:49,-6.8375,-40.5792,72.77,81,99,5.59
414,Acapulco,MX,2022-01-29 21:22:34,16.8634,-99.8901,84.02,65,20,9.22
415,Mehamn,NO,2022-01-29 21:20:17,71.0357,27.8492,19.35,86,75,11.5
416,Victoria,HK,2022-01-29 21:21:10,22.2855,114.1577,60.24,86,100,1.01
417,That Phanom,TH,2022-01-29 21:18:59,16.9364,104.7104,76.39,69,71,9.4
418,Port-Gentil,GA,2022-01-29 21:23:50,-0.7193,8.7815,80.56,89,20,5.75
419,Nouakchott,MR,2022-01-29 21:23:51,18.0858,-15.9785,69.73,63,100,15.3
420,Chulman,RU,2022-01-29 21:23:51,56.8479,124.9104,-9.02,96,100,8.55
421,Severo-Kurilsk,RU,2022-01-29 21:23:52,50.6789,156.125,23.59,77,90,18.97
422,Horsham,GB,2022-01-29 21:23:52,51.064,-0.3272,48.02,65,0,8.05
423,Weligama,LK,2022-01-29 21:23:52,5.9667,80.4167,77.31,87,97,6.35
424,Alta Floresta,BR,2022-01-29 21:23:53,-9.8756,-56.0861,71.08,98,100,3.49
425,Merauke,ID,2022-01-29 21:19:28,-8.4667,140.3333,80.78,76,100,9.46
426,Tole,UA,2022-01-29 21:23:54,44.7167,33.8167,34.86,80,100,4.65
427,Nakanojo,JP,2022-01-29 21:23:54,36.5833,138.85,32.56,50,55,6.55
428,Abu Kamal,SY,2022-01-29 21:23:55,34.4506,40.9171,45.91,68,6,8.32
429,Opuwo,NA,2022-01-29 21:23:55,-18.0607,13.84,70.88,41,100,5.59
430,Tonder,DK,2022-01-29 21:23:56,54.9331,8.8667,44.6,81,86,13.0
431,Pangody,RU,2022-01-29 21:23:56,65.85,74.4859,-9.72,96,99,8.37
432,Puerto Baquerizo Moreno,EC,2022-01-29 21:23:57,-0.9,-89.6,81.59,65,20,16.11
433,Asau,RO,2022-01-29 21:18:57,46.4333,26.4,29.32,88,80,7.85
434,Kirovskiy,RU,2022-01-29 21:23:57,45.0917,133.5136,-9.63,100,96,3.02
435,Shihezi,CN,2022-01-29 21:19:40,44.3,86.0333,-0.65,95,99,3.53
436,Saint-Leu,RE,2022-01-29 21:23:58,-21.15,55.2833,74.26,81,63,7.16
437,Wonthaggi,AU,2022-01-29 21:23:59,-38.6044,145.5913,69.06,88,98,14.7
438,Luau,AO,2022-01-29 21:23:59,-10.7073,22.2247,65.52,97,100,3.85
439,Romny,UA,2022-01-29 21:24:00,50.751,33.4747,24.78,94,99,9.51
440,Quba,AZ,2022-01-29 21:24:00,41.3626,48.5152,26.26,67,13,7.49
441,Ellenabad,IN,2022-01-29 21:24:01,29.45,74.65,52.77,51,8,5.82
442,Teknaf,BD,2022-01-29 21:24:01,20.8624,92.3058,55.54,75,0,9.53
443,Santa Marinella,IT,2022-01-29 21:24:01,42.0345,11.8536,49.03,54,26,8.77
444,Strezhevoy,RU,2022-01-29 21:24:02,60.7333,77.5889,-2.02,97,100,4.45
445,Talnakh,RU,2022-01-29 21:24:02,69.4865,88.3972,-0.89,97,100,9.53
446,Noumea,NC,2022-01-29 21:24:03,-22.2763,166.4572,80.01,99,50,9.31
447,Hare Bay,CA,2022-01-29 21:24:03,48.8499,-54.0148,31.35,91,100,16.44
448,Ixtapa,MX,2022-01-29 21:21:30,20.7,-105.2,78.03,61,0,8.05
449,Oussouye,SN,2022-01-29 21:24:04,12.485,-16.5469,80.78,64,97,12.8
450,Weinan,CN,2022-01-29 21:24:04,34.5036,109.5089,35.29,77,64,2.24
451,San Isidro,PE,2022-01-29 21:24:04,-12.1167,-77.05,77.5,85,40,1.99
452,Anchorage,US,2022-01-29 21:21:00,61.2181,-149.9003,29.32,84,100,8.05
453,Shingu,JP,2022-01-29 21:24:05,33.7333,135.9833,37.89,71,96,6.35
454,Mineral Wells,US,2022-01-29 21:24:05,32.8085,-98.1128,69.66,13,0,13.8
455,Singaraja,ID,2022-01-29 21:24:06,-8.112,115.0882,77.97,82,100,3.78
456,Fort Saint James,CA,2022-01-29 21:24:06,54.4333,-124.25,30.51,92,100,5.08
457,Pozo Colorado,PY,2022-01-29 21:24:07,-23.4923,-58.7972,97.48,17,0,7.05
458,Umba,RU,2022-01-29 21:24:07,66.6871,34.3429,19.76,95,100,7.34
459,Faya,SA,2022-01-29 21:24:08,18.3851,42.4509,55.51,73,0,5.48
460,Puerto Concordia,CO,2022-01-29 21:24:08,2.6221,-72.7572,93.63,30,100,7.16
461,Darnetal,FR,2022-01-29 21:24:08,49.4453,1.1514,49.55,90,100,12.66
462,Ca Mau,VN,2022-01-29 21:25:09,9.1769,105.15,73.49,86,45,2.28
463,Gao,ML,2022-01-29 21:25:09,16.6362,1.637,68.61,14,0,11.97
464,Kalmunai,LK,2022-01-29 21:23:25,7.4167,81.8167,76.48,85,21,1.34
465,Sayansk,RU,2022-01-29 21:25:10,54.1088,102.1648,-23.19,100,94,1.52
466,Reyes,BO,2022-01-29 21:25:11,-14.3167,-67.3833,78.98,90,70,1.05
467,Coquimbo,CL,2022-01-29 21:25:11,-29.9533,-71.3436,67.73,68,0,13.8
468,Ngunguru,NZ,2022-01-29 21:25:11,-35.6167,174.5,70.16,66,30,10.92
469,Galle,LK,2022-01-29 21:23:23,6.0367,80.217,78.33,85,100,6.46
470,Sampit,ID,2022-01-29 21:25:12,-2.5333,112.95,72.43,92,100,1.39
471,Fairbanks,US,2022-01-29 21:25:13,64.8378,-147.7164,-13.99,74,0,0.0
472,Kandrian,PG,2022-01-29 21:23:11,-6.2167,149.55,78.89,85,98,8.43
473,Tual,ID,2022-01-29 21:25:13,-5.6667,132.75,83.46,75,100,14.0
474,Vila Franca Do Campo,PT,2022-01-29 21:25:14,37.7167,-25.4333,59.2,74,58,8.97
475,Mankera,PK,2022-01-29 21:24:08,31.3866,71.4407,56.89,36,76,6.6
476,Nome,US,2022-01-29 21:23:33,64.5011,-165.4064,-3.84,59,0,3.44
477,Havelock,US,2022-01-29 21:25:14,34.8791,-76.9013,38.05,52,40,14.0
478,Kilindoni,TZ,2022-01-29 21:25:15,-7.9139,39.6668,78.06,84,100,7.7
479,Batagay,RU,2022-01-29 21:25:15,67.6333,134.6333,-33.93,99,100,2.64
480,Nouadhibou,MR,2022-01-29 21:25:16,20.931,-17.0347,64.38,77,100,16.11
481,Viloco,BO,2022-01-29 21:25:16,-16.95,-67.55,54.37,69,88,6.33
482,Berlevag,NO,2022-01-29 21:25:15,70.8578,29.0864,19.4,79,98,5.84
483,Gambela,ET,2022-01-29 21:25:17,8.25,34.5833,84.6,29,42,4.21
484,Port Hardy,CA,2022-01-29 21:22:14,50.6996,-127.4199,46.76,87,100,21.85
485,Menongue,AO,2022-01-29 21:25:17,-14.6585,17.691,62.76,98,100,2.68
486,Cochrane,CA,2022-01-29 21:25:18,51.1834,-114.4687,47.03,21,100,13.8
487,Hobyo,SO,2022-01-29 21:25:18,5.3505,48.5268,76.84,78,17,23.15
488,Sulphur,US,2022-01-29 21:25:19,30.2366,-93.3774,58.98,39,0,8.05
489,Thinadhoo,MV,2022-01-29 21:25:19,0.5333,72.9333,81.23,72,100,4.74
490,Reo,BF,2022-01-29 21:25:19,12.3167,-2.4667,77.79,14,6,9.89
491,Baltasi,RU,2022-01-29 21:25:20,56.3462,50.2062,10.99,95,100,7.74
492,Zahir Pir,PK,2022-01-29 21:25:20,28.8124,70.524,58.89,25,73,6.85
493,Koumac,NC,2022-01-29 21:25:21,-20.5667,164.2833,81.43,80,55,5.77
494,Aksarka,RU,2022-01-29 21:25:21,66.5606,67.7975,-17.79,100,100,6.64
495,North Bend,US,2022-01-29 21:25:22,43.4065,-124.2243,55.87,83,0,6.91
496,Bulaevo,KZ,2022-01-29 21:25:22,54.9056,70.4439,3.72,90,100,7.83
497,Nemuro,JP,2022-01-29 21:25:22,43.3236,145.575,17.29,76,57,17.16
498,Winnemucca,US,2022-01-29 21:25:23,40.973,-117.7357,48.25,25,0,0.0
499,Shache,CN,2022-01-29 21:25:23,38.4167,77.2406,25.72,44,12,2.71
500,Colares,PT,2022-01-29 21:25:24,38.7992,-9.4469,59.9,40,9,5.01
501,Muroto,JP,2022-01-29 21:25:24,33.2833,134.15,44.64,64,99,6.8
502,Kimbe,PG,2022-01-29 21:25:25,-5.5502,150.1429,77.22,91,100,2.21
503,Rocha,UY,2022-01-29 21:22:55,-34.4833,-54.3333,74.93,59,8,12.17
504,Sorong,ID,2022-01-29 21:25:25,-0.8833,131.25,80.46,79,100,8.28
505,Tessalit,ML,2022-01-29 21:25:26,20.1986,1.0114,69.21,14,72,12.71
506,Mercedes,AR,2022-01-29 21:25:26,-34.6515,-59.4307,83.77,36,86,6.35
507,Harper,LR,2022-01-29 21:25:26,4.375,-7.7169,79.97,86,61,6.2
508,Milkovo,RU,2022-01-29 21:25:27,54.7167,158.6167,19.63,97,100,1.7
509,El Sauzal,MX,2022-01-29 21:26:28,31.9,-116.6833,65.41,38,90,7.2
510,Morondava,MG,2022-01-29 21:26:28,-20.2833,44.2833,81.39,77,3,11.48
511,Santa Isabel Do Rio Negro,BR,2022-01-29 21:26:28,-0.4139,-65.0192,81.3,84,100,1.66
512,Dunmore East,IE,2022-01-29 21:26:29,52.1514,-6.9861,44.24,79,0,3.44
513,Dukat,RU,2022-01-29 21:26:29,62.55,155.55,-8.54,98,100,3.24
514,Qasigiannguit,GL,2022-01-29 21:26:30,68.8193,-51.1922,12.45,72,88,15.1
515,Nushki,PK,2022-01-29 21:26:30,29.5542,66.0215,55.35,40,85,4.5
516,Otradnoye,RU,2022-01-29 21:26:30,59.7775,30.8181,27.88,86,100,14.94
517,Mozarlandia,BR,2022-01-29 21:26:31,-14.7447,-50.5706,76.44,90,82,7.52
518,Khasan,RU,2022-01-29 21:26:31,42.4308,130.6434,18.01,50,0,12.91
519,Champerico,GT,2022-01-29 21:26:32,14.3,-91.9167,91.94,63,3,12.73
520,Solenzo,BF,2022-01-29 21:26:32,12.1833,-4.0833,80.28,13,12,6.85
521,Hervey Bay,AU,2022-01-29 21:26:32,-25.2986,152.8535,79.02,86,72,10.0
522,Tigil,RU,2022-01-29 21:26:33,57.8,158.6667,25.29,77,100,10.31
523,Kasba,IN,2022-01-29 21:26:33,25.85,87.55,52.52,57,0,6.87
524,Baghdad,IQ,2022-01-29 21:26:34,33.3406,44.4009,42.71,65,0,4.61
525,Valparaiso,CL,2022-01-29 21:26:34,-33.0393,-71.6273,75.43,55,20,13.8
526,Lucea,JM,2022-01-29 21:26:35,18.451,-78.1736,78.85,71,7,13.24
527,Afyonkarahisar,TR,2022-01-29 21:26:35,38.75,30.6667,18.88,93,100,1.48
528,Dubbo,AU,2022-01-29 21:25:31,-32.25,148.6167,73.53,83,100,13.8
529,Ambilobe,MG,2022-01-29 21:26:36,-13.2,49.05,74.1,95,65,1.5
530,Uray,RU,2022-01-29 21:26:36,60.1247,64.7758,-3.86,100,100,3.6
531,Catuday,PH,2022-01-29 21:26:36,16.2923,119.8062,78.19,80,60,11.74
532,Hasaki,JP,2022-01-29 21:26:37,35.7333,140.8333,28.8,61,65,19.8
533,Verkhoyansk,RU,2022-01-29 21:26:37,67.5447,133.385,-33.29,100,100,1.59
534,Roros,NO,2022-01-29 21:26:38,62.5747,11.3842,26.44,80,100,23.02
535,Panzhihua,CN,2022-01-29 21:26:38,26.5851,101.7128,41.94,56,0,1.68
536,Tura,IN,2022-01-29 21:26:38,25.5198,90.2201,50.61,59,0,2.48
537,Kidal,ML,2022-01-29 21:26:39,18.4411,1.4078,69.53,11,19,11.07
538,Inuvik,CA,2022-01-29 21:26:39,68.3499,-133.7218,-15.74,76,20,2.3
539,Dakar,SN,2022-01-29 21:25:13,14.6937,-17.4441,71.73,73,0,13.8
540,Taveta,KE,2022-01-29 21:26:40,-3.3963,37.6736,73.78,71,100,7.76
541,Istria,RO,2022-01-29 21:26:40,44.5667,28.7167,34.38,73,37,6.24
542,San Rafael,AR,2022-01-29 21:23:25,-34.6177,-68.3301,90.95,24,0,16.93
543,Lata,PT,2022-01-29 21:26:41,40.1629,-8.3327,50.41,52,0,5.21
544,Tawang,IN,2022-01-29 21:26:42,27.5833,91.8667,22.89,72,32,6.11
545,Coihaique,CL,2022-01-29 21:23:57,-45.5752,-72.0662,58.95,72,100,6.91
546,Natal,BR,2022-01-29 21:26:42,-5.795,-35.2094,80.82,83,40,5.75
